0	1424.17	1863.18	0	0	7.0	23.0	54	96	
1	1364.46	2017.78	0	0	8.0	22.0	34	64	
2	996.35	2623.59	0	0	9.0	21.3	37	12	
3	1154.94	796.6	0	0	10.0	21.0	91	41	
4	1473.37	1863.18	0	0	10.3	19.0	119	54	
5	795.29	772.95	0	0	11.0	17.0	120	138	
6	594.65	1573.45	0	0	14.0	15.0	69	81	
7	1472.86	2002.94	0	0	7.0	23.0	89	34	
8	1498.58	2234.17	0	0	8.0	22.0	44	61	
9	1280.22	804.35	0	0	9.0	21.3	29	36	
10	1370.97	1863.18	0	0	10.0	21.0	54	103	
11	1369.66	1945.18	0	0	10.3	19.0	54	122	
12	644.74	1547.46	0	0	11.0	17.0	69	74	
13	1513.77	1547.23	0	0	14.0	15.0	42	70	
14	645.39	828.37	0	0	7.0	23.0	128	28	
15	1562.02	1471.01	0	0	8.0	22.0	94	70	
16	691.13	1378.25	0	0	9.0	21.3	56	137	
17	693.08	805.45	0	0	10.0	21.0	128	120	
18	1376.5	1631.6	0	0	10.3	19.0	46	109	
19	713.1	758.41	0	0	11.0	17.0	120	82	
20	1476.87	2136.23	0	0	14.0	15.0	47	48	
21	606.66	805.45	0	0	7.0	23.0	116	28	
22	487.0	1783.96	0	0	8.0	22.0	136	35	
23	1360.23	1768.13	0	0	9.0	21.3	84	4	
24	1390.37	1710.75	0	0	10.0	21.0	84	46	
25	1051.95	2599.79	0	0	10.3	19.0	37	17	
26	1260.67	2186.62	0	0	11.0	17.0	129	58	
27	1372.21	1743.18	0	0	14.0	15.0	84	25	
28	1403.03	1768.13	0	0	7.0	23.0	14	84	
29	1108.55	2623.79	0	0	8.0	22.0	68	37	
30	513.45	2690.75	0	0	9.0	21.3	80	
31	1484.86	2218.65	0	0	10.0	21.0	61	48	
32	508.76	2460.29	0	0	10.3	19.0	107	80	
33	1359.87	2218.65	0	0	11.0	17.0	48	72	
34	487.0	1738.29	0	0	14.0	15.0	136	31	
35	1473.66	1945.18	0	0	7.0	23.0	89	54	
36	542.69	1583.11	0	0	8.0	22.0	55	31	
37	1765.75	2635.49	0	0	9.0	21.3	93	
38	661.05	1504.89	0	0	10.0	21.0	137	74	
39	555.75	775.25	0	0	10.3	19.0	116	
40	1052.12	2690.75	0	0	11.0	17.0	37	
41	972.04	2690.75	0	0	14.0	15.0	12	
42	1423.66	1945.18	0	0	7.0	23.0	114	54	
43	1765.75	2673.77	0	0	8.0	22.0	93	
44	1133.37	2690.75	0	0	9.0	21.3	68	
45	1217.01	737.6	0	0	10.0	21.0	90	75	
46	862.89	766.45	0	0	10.3	19.0	120	126	
47	1349.0	745.36	0	0	11.0	17.0	90	65	
48	1765.75	1966.41	0	0	14.0	15.0	60	
49	877.95	779.99	0	0	7.0	23.0	97	120	
50	1458.79	2093.04	0	0	8.0	22.0	51	47	
51	1245.75	624.0	0	0	9.0	21.3	75	
52	487.0	2587.02	0	0	10.0	21.0	80	
53	555.75	843.97	0	0	10.3	19.0	28	
54	1215.55	805.45	0	0	11.0	17.0	91	29	90	
55	1478.07	2063.97	0	0	14.0	15.0	34	47	
56	1323.22	804.35	0	0	7.0	23.0	29	62	
57	1578.4650000000001	1710.75	0	0	8.0	22.0	0	5	
58	1683.25	1685.175	0	0	9.0	21.3	0	30	
59	1495.46	1668.425	0	0	10.0	21.0	0	39	
60	1576.1	1659.6	0	0	10.3	19.0	0	130	
61	772.8	1971.23	0	0	11.0	17.0	1	59	
62	662.6400000000001	1971.23	0	0	14.0	15.0	1	142	
63	717.73	1875.7199999999998	0	0	7.0	23.0	1	79	
64	717.73	2066.74	0	0	8.0	22.0	1	49	
65	727.42	933.9100000000001	0	0	9.0	21.3	2	18	
66	686.405	875.22	0	0	10.0	21.0	2	128	
67	727.42	1021.0050000000001	0	0	10.3	19.0	2	50	
68	991.16	1971.23	0	0	11.0	17.0	3	19	
69	964.99	1875.7199999999998	0	0	14.0	15.0	3	108	
70	938.8199999999999	1971.23	0	0	7.0	23.0	3	8	
71	964.99	2066.74	0	0	8.0	22.0	3	49	
72	1495.45	1733.6999999999998	0	0	9.0	21.3	5	11	
73	824.75	2214.39	0	0	10.0	21.0	6	20	
74	772.8	2214.39	0	0	10.3	19.0	6	121	
75	798.775	2309.71	0	0	11.0	17.0	6	86	
76	798.775	2119.08	0	0	14.0	15.0	6	49	
77	1419.9299999999998	1209.42	0	0	7.0	23.0	7	131	
78	1449.016051132694	1167.8649496267954	0	0	8.0	22.0	7	66	
79	1372.454954057036	1091.832444766992	0	0	9.0	21.3	7	113	
80	1276.28	1056.95	0	0	10.0	21.0	7	141	
81	1304.455613785168	1189.7076384858988	0	0	10.3	19.0	7	149	
82	1336.75	1209.42	0	0	11.0	17.0	7	149	
83	1215.23	1079.455	0	0	14.0	15.0	7	145	
84	1249.0557204890524	1135.2254152443816	0	0	7.0	23.0	7	145	
85	884.025	1875.7199999999998	0	0	8.0	22.0	8	108	
86	824.75	1971.23	0	0	9.0	21.3	8	59	
87	881.79	2066.74	0	0	10.0	21.0	8	49	
88	929.57	1382.72	0	0	10.3	19.0	9	63	
89	871.71	1391.51	0	0	11.0	17.0	9	144	
90	871.71	1373.93	0	0	14.0	15.0	9	148	
91	813.8599999999999	1382.72	0	0	7.0	23.0	9	50	
92	871.71	1145.42	0	0	8.0	22.0	10	73	
93	929.57	1201.5700000000002	0	0	9.0	21.3	10	63	
94	871.71	1257.72	0	0	10.0	21.0	10	26	
95	813.8599999999999	1201.5700000000002	0	0	10.3	19.0	10	50	
96	1460.42	1733.6999999999998	0	0	11.0	17.0	11	84	
97	996.35	2487.925	0	0	14.0	15.0	12	17	
98	967.585	2376.06	0	0	7.0	23.0	12	86	
99	938.8199999999999	2633.1949999999997	0	0	8.0	22.0	12	123	
100	938.82	2517.965	0	0	9.0	21.3	12	115	
101	938.82	2418.175	0	0	10.0	21.0	12	107	
102	1040.6599999999999	1449.62	0	0	10.3	19.0	13	147	
103	1099.01	1472.3049999999998	0	0	11.0	17.0	13	95	
104	982.3000000000001	1472.3049999999998	0	0	14.0	15.0	13	63	
105	1100.93	2214.39	0	0	7.0	23.0	15	24	
106	991.16	2214.39	0	0	8.0	22.0	15	38	
107	1046.045	2309.71	0	0	9.0	21.3	15	86	
108	1046.045	2119.08	0	0	10.0	21.0	15	49	
109	929.57	1472.3049999999998	0	0	10.3	19.0	16	63	
110	871.71	1449.62	0	0	11.0	17.0	16	144	
111	727.4	1472.3049999999998	0	0	14.0	15.0	16	137	
112	770.635	1449.62	0	0	7.0	23.0	16	50	
113	778.3199999999999	1494.9899999999998	0	0	8.0	22.0	16	23	
114	1108.55	2487.925	0	0	9.0	21.3	17	68	
115	1052.45	2376.06	0	0	10.0	21.0	17	86	
116	768.83	901.54	0	0	10.3	19.0	18	139	
117	748.1299999999999	875.22	0	0	11.0	17.0	18	128	
118	768.83	960.22	0	0	14.0	15.0	18	57	
119	748.1299999999999	992.59	0	0	7.0	23.0	18	50	
120	1100.93	1971.23	0	0	8.0	22.0	19	33	
121	1046.045	1875.7199999999998	0	0	9.0	21.3	19	108	
122	1046.045	2066.74	0	0	10.0	21.0	19	49	
123	938.8199999999999	2214.39	0	0	10.3	19.0	20	38	
124	881.79	2309.71	0	0	11.0	17.0	20	86	
125	881.79	2119.08	0	0	14.0	15.0	20	49	
126	1167.41	1674.415	0	0	7.0	23.0	21	99	
127	1167.41	1762.31	0	0	8.0	22.0	21	53	
128	1069.4900000000002	1635.1	0	0	9.0	21.3	21	77	
129	1098.275	1810.37	0	0	10.0	21.0	21	108	
130	1029.14	1760.215	0	0	10.3	19.0	21	32	
131	597.45	1993.52	0	0	11.0	17.0	22	142	
132	828.75	1716.4499999999998	0	0	14.0	15.0	23	32	
133	727.41	1665.655	0	0	7.0	23.0	23	69	
134	778.3199999999999	1722.84	0	0	8.0	22.0	23	79	
135	1167.41	2168.865	0	0	9.0	21.3	24	127	
136	1167.41	2300.615	0	0	10.0	21.0	24	85	
137	1167.41	2271.03	0	0	10.3	19.0	24	78	
138	1167.41	2234.59	0	0	11.0	17.0	24	72	
139	1134.17	2309.7	0	0	14.0	15.0	24	86	
140	1134.17	2119.08	0	0	7.0	23.0	24	49	
141	929.57	1278.96	0	0	8.0	22.0	26	63	
142	871.71	1300.2	0	0	9.0	21.3	26	148	
143	813.8599999999999	1278.96	0	0	10.0	21.0	26	50	
144	597.45	2146.34	0	0	10.3	19.0	27	142	
145	1276.28	880.75	0	0	11.0	17.0	29	141	
146	1215.23	843.1	0	0	14.0	15.0	29	91	
147	615.7149999999999	1637.69	0	0	7.0	23.0	31	69	
148	636.78	1659.17	0	0	8.0	22.0	31	69	
149	649.4749999999999	1701.745	0	0	9.0	21.3	31	69	
150	629.81	1722.84	0	0	10.0	21.0	31	142	
151	597.45	1743.17	0	0	10.3	19.0	31	142	
152	928.9449999999999	1810.37	0	0	11.0	17.0	32	108	
153	828.75	1766.605	0	0	14.0	15.0	32	79	
154	1167.41	2022.7000000000003	0	0	7.0	23.0	33	127	
155	1167.41	1927.19	0	0	8.0	22.0	33	45	
156	1134.17	1875.7199999999998	0	0	9.0	21.3	33	108	
157	1134.17	2066.74	0	0	10.0	21.0	33	49	
158	597.45	1840.105	0	0	10.3	19.0	35	142	
159	964.99	2309.71	0	0	11.0	17.0	38	86	
160	964.99	2119.08	0	0	14.0	15.0	38	49	
161	1433.74	1661.615	0	0	7.0	23.0	39	46	
162	1495.46	1652.79	0	0	8.0	22.0	39	130	
163	1260.43	1339.81	0	0	9.0	21.3	40	52	
164	1206.4050000000002	1379.43	0	0	10.0	21.0	40	43	
165	1206.4050000000002	1300.2	0	0	10.3	19.0	40	117	
166	1152.39	1339.81	0	0	11.0	17.0	40	95	
167	1369.57	1430.63	0	0	14.0	15.0	43	87	
168	1315.0	1379.42	0	0	7.0	23.0	43	52	
169	1309.4699999999998	1481.83	0	0	8.0	22.0	43	92	
170	1206.87	1438.9299999999998	0	0	9.0	21.3	43	92	
171	1158.375	1396.03	0	0	0.0	24.0	43	92	
172	1152.39	1387.73	0	0	0.0	24.0	43	95	
173	1572.0349999999999	2040.49	0	0	0.0	24.0	44	60	
174	1342.96	1904.35	0	0	0.0	24.0	45	54	
